EmployeeNumber,cf_index,feature_changed,current_value,suggested_value,new_attrition_prob,risk_reduction,intervention_label
502,3,DistanceFromHome,19.0,1.0,0.4131,0.5587,Offer remote/hybrid work (commute: 19 → 1 miles)
502,3,EnvironmentSatisfaction,1.0,4.0,0.4131,0.5587,Improve work environment: 1 → 4/4
514,1,MonthlyIncome,2285.0,4919.0,0.8371,0.1454,"Salary raise: $2,285 → $4,919/month (+115%)"
514,2,OverTime,1.0,0.0,0.8762,0.1063,Remove overtime requirement
514,3,MonthlyIncome,2285.0,4919.0,0.5716,0.4109,"Salary raise: $2,285 → $4,919/month (+115%)"
514,3,OverTime,1.0,0.0,0.5716,0.4109,Remove overtime requirement
527,1,EnvironmentSatisfaction,2.0,4.0,0.249,0.4488,Improve work environment: 2 → 4/4
527,2,OverTime,1.0,0.0,0.3534,0.3445,Remove overtime requirement
527,3,EnvironmentSatisfaction,2.0,4.0,0.0709,0.627,Improve work environment: 2 → 4/4
527,3,OverTime,1.0,0.0,0.0709,0.627,Remove overtime requirement
538,1,JobSatisfaction,1.0,4.0,0.524,0.4047,Improve job satisfaction: 1 → 4/4
538,2,EnvironmentSatisfaction,1.0,4.0,0.54,0.3887,Improve work environment: 1 → 4/4
538,3,JobSatisfaction,1.0,4.0,0.1326,0.796,Improve job satisfaction: 1 → 4/4
538,3,EnvironmentSatisfaction,1.0,4.0,0.1326,0.796,Improve work environment: 1 → 4/4
554,1,EnvironmentSatisfaction,1.0,4.0,0.8474,0.1359,Improve work environment: 1 → 4/4
554,2,JobSatisfaction,2.0,4.0,0.8962,0.0871,Improve job satisfaction: 2 → 4/4
554,3,EnvironmentSatisfaction,1.0,4.0,0.5803,0.403,Improve work environment: 1 → 4/4
554,3,JobSatisfaction,2.0,4.0,0.5803,0.403,Improve job satisfaction: 2 → 4/4
555,1,MonthlyIncome,2351.0,8379.0,0.7878,0.1786,"Salary raise: $2,351 → $8,379/month (+256%)"
555,2,WorkLifeBalance,2.0,3.0,0.7882,0.1782,Improve work-life balance: 2 → 3/4
555,3,MonthlyIncome,2351.0,8379.0,0.4074,0.559,"Salary raise: $2,351 → $8,379/month (+256%)"
555,3,WorkLifeBalance,2.0,3.0,0.4074,0.559,Improve work-life balance: 2 → 3/4
565,1,StockOptionLevel,0.0,2.0,0.3739,0.5659,Grant stock options (Level 0 → 2)
565,2,JobSatisfaction,2.0,4.0,0.4609,0.4789,Improve job satisfaction: 2 → 4/4
565,3,StockOptionLevel,0.0,2.0,0.1027,0.8371,Grant stock options (Level 0 → 2)
565,3,JobSatisfaction,2.0,4.0,0.1027,0.8371,Improve job satisfaction: 2 → 4/4
566,1,EnvironmentSatisfaction,1.0,4.0,0.7482,0.2379,Improve work environment: 1 → 4/4
566,2,TrainingTimesLastYear,3.0,6.0,0.9571,0.029,Increase training sessions: 3 → 6/year
566,3,EnvironmentSatisfaction,1.0,4.0,0.5247,0.4614,Improve work environment: 1 → 4/4
566,3,TrainingTimesLastYear,3.0,6.0,0.5247,0.4614,Increase training sessions: 3 → 6/year
582,1,DistanceFromHome,15.0,1.0,0.7638,0.2055,Offer remote/hybrid work (commute: 15 → 1 miles)
582,2,TrainingTimesLastYear,2.0,6.0,0.7917,0.1776,Increase training sessions: 2 → 6/year
582,3,DistanceFromHome,15.0,1.0,0.4156,0.5538,Offer remote/hybrid work (commute: 15 → 1 miles)
582,3,TrainingTimesLastYear,2.0,6.0,0.4156,0.5538,Increase training sessions: 2 → 6/year
584,1,EnvironmentSatisfaction,1.0,4.0,0.4659,0.4934,Improve work environment: 1 → 4/4
584,2,DistanceFromHome,10.0,1.0,0.6872,0.2721,Offer remote/hybrid work (commute: 10 → 1 miles)
584,3,EnvironmentSatisfaction,1.0,4.0,0.1039,0.8554,Improve work environment: 1 → 4/4
584,3,DistanceFromHome,10.0,1.0,0.1039,0.8554,Offer remote/hybrid work (commute: 10 → 1 miles)
587,1,DistanceFromHome,20.0,1.0,0.8695,0.1205,Offer remote/hybrid work (commute: 20 → 1 miles)
587,2,JobSatisfaction,3.0,4.0,0.8917,0.0983,Improve job satisfaction: 3 → 4/4
587,3,DistanceFromHome,20.0,1.0,0.3589,0.6311,Offer remote/hybrid work (commute: 20 → 1 miles)
587,3,JobSatisfaction,3.0,4.0,0.3589,0.6311,Improve job satisfaction: 3 → 4/4
590,1,EnvironmentSatisfaction,2.0,4.0,0.7826,0.1899,Improve work environment: 2 → 4/4
590,2,JobSatisfaction,1.0,4.0,0.7941,0.1784,Improve job satisfaction: 1 → 4/4
590,3,EnvironmentSatisfaction,2.0,4.0,0.3438,0.6287,Improve work environment: 2 → 4/4
590,3,JobSatisfaction,1.0,4.0,0.3438,0.6287,Improve job satisfaction: 1 → 4/4
593,1,EnvironmentSatisfaction,3.0,4.0,0.7812,0.1866,Improve work environment: 3 → 4/4
593,2,JobSatisfaction,3.0,4.0,0.8042,0.1636,Improve job satisfaction: 3 → 4/4
593,3,EnvironmentSatisfaction,3.0,4.0,0.4912,0.4766,Improve work environment: 3 → 4/4
593,3,JobSatisfaction,3.0,4.0,0.4912,0.4766,Improve job satisfaction: 3 → 4/4
608,1,DistanceFromHome,17.0,1.0,0.9243,0.0619,Offer remote/hybrid work (commute: 17 → 1 miles)
608,2,OverTime,1.0,0.0,0.9562,0.03,Remove overtime requirement
608,3,DistanceFromHome,17.0,1.0,0.8026,0.1835,Offer remote/hybrid work (commute: 17 → 1 miles)
608,3,OverTime,1.0,0.0,0.8026,0.1835,Remove overtime requirement
631,1,StockOptionLevel,0.0,2.0,0.4307,0.4938,Grant stock options (Level 0 → 2)
631,2,DistanceFromHome,11.0,1.0,0.4955,0.429,Offer remote/hybrid work (commute: 11 → 1 miles)
631,3,StockOptionLevel,0.0,2.0,0.0944,0.8302,Grant stock options (Level 0 → 2)
631,3,DistanceFromHome,11.0,1.0,0.0944,0.8302,Offer remote/hybrid work (commute: 11 → 1 miles)
647,1,EnvironmentSatisfaction,1.0,4.0,0.8447,0.131,Improve work environment: 1 → 4/4
647,2,OverTime,1.0,0.0,0.8703,0.1054,Remove overtime requirement
647,3,EnvironmentSatisfaction,1.0,4.0,0.4363,0.5395,Improve work environment: 1 → 4/4
647,3,OverTime,1.0,0.0,0.4363,0.5395,Remove overtime requirement
648,1,JobSatisfaction,1.0,4.0,0.9155,0.0805,Improve job satisfaction: 1 → 4/4
648,2,DistanceFromHome,12.0,1.0,0.9677,0.0284,Offer remote/hybrid work (commute: 12 → 1 miles)
648,3,JobSatisfaction,1.0,4.0,0.6117,0.3844,Improve job satisfaction: 1 → 4/4
648,3,DistanceFromHome,12.0,1.0,0.6117,0.3844,Offer remote/hybrid work (commute: 12 → 1 miles)
650,1,JobSatisfaction,1.0,4.0,0.3361,0.6298,Improve job satisfaction: 1 → 4/4
650,2,DistanceFromHome,13.0,1.0,0.4691,0.4968,Offer remote/hybrid work (commute: 13 → 1 miles)
650,3,JobSatisfaction,1.0,4.0,0.0311,0.9348,Improve job satisfaction: 1 → 4/4
650,3,DistanceFromHome,13.0,1.0,0.0311,0.9348,Offer remote/hybrid work (commute: 13 → 1 miles)
667,1,JobSatisfaction,1.0,4.0,0.5307,0.388,Improve job satisfaction: 1 → 4/4
667,2,MonthlyIncome,3041.0,4919.0,0.758,0.1607,"Salary raise: $3,041 → $4,919/month (+62%)"
667,3,JobSatisfaction,1.0,4.0,0.3113,0.6075,Improve job satisfaction: 1 → 4/4
667,3,MonthlyIncome,3041.0,4919.0,0.3113,0.6075,"Salary raise: $3,041 → $4,919/month (+62%)"
669,1,TrainingTimesLastYear,2.0,6.0,0.1108,0.4119,Increase training sessions: 2 → 6/year
669,2,JobSatisfaction,3.0,4.0,0.1974,0.3253,Improve job satisfaction: 3 → 4/4
669,3,TrainingTimesLastYear,2.0,6.0,0.0389,0.4838,Increase training sessions: 2 → 6/year
669,3,JobSatisfaction,3.0,4.0,0.0389,0.4838,Improve job satisfaction: 3 → 4/4
684,1,JobSatisfaction,1.0,4.0,0.4633,0.4972,Improve job satisfaction: 1 → 4/4
684,2,DistanceFromHome,26.0,1.0,0.4728,0.4876,Offer remote/hybrid work (commute: 26 → 1 miles)
684,3,JobSatisfaction,1.0,4.0,0.0414,0.9191,Improve job satisfaction: 1 → 4/4
684,3,DistanceFromHome,26.0,1.0,0.0414,0.9191,Offer remote/hybrid work (commute: 26 → 1 miles)
701,1,DistanceFromHome,10.0,1.0,0.7337,0.2229,Offer remote/hybrid work (commute: 10 → 1 miles)
701,2,OverTime,1.0,0.0,0.8302,0.1263,Remove overtime requirement
701,3,DistanceFromHome,10.0,1.0,0.4492,0.5074,Offer remote/hybrid work (commute: 10 → 1 miles)
701,3,OverTime,1.0,0.0,0.4492,0.5074,Remove overtime requirement
702,1,JobSatisfaction,1.0,4.0,0.8449,0.1259,Improve job satisfaction: 1 → 4/4
702,2,EnvironmentSatisfaction,1.0,4.0,0.8834,0.0875,Improve work environment: 1 → 4/4
702,3,JobSatisfaction,1.0,4.0,0.6756,0.2952,Improve job satisfaction: 1 → 4/4
702,3,EnvironmentSatisfaction,1.0,4.0,0.6756,0.2952,Improve work environment: 1 → 4/4
720,1,JobSatisfaction,3.0,4.0,0.1649,0.4919,Improve job satisfaction: 3 → 4/4
720,2,EnvironmentSatisfaction,1.0,4.0,0.3308,0.326,Improve work environment: 1 → 4/4
720,3,JobSatisfaction,3.0,4.0,0.0683,0.5885,Improve job satisfaction: 3 → 4/4
720,3,EnvironmentSatisfaction,1.0,4.0,0.0683,0.5885,Improve work environment: 1 → 4/4
723,1,DistanceFromHome,8.0,1.0,0.7675,0.1665,Offer remote/hybrid work (commute: 8 → 1 miles)
723,2,EnvironmentSatisfaction,2.0,4.0,0.8045,0.1295,Improve work environment: 2 → 4/4
723,3,DistanceFromHome,8.0,1.0,0.524,0.4101,Offer remote/hybrid work (commute: 8 → 1 miles)
723,3,EnvironmentSatisfaction,2.0,4.0,0.524,0.4101,Improve work environment: 2 → 4/4
741,1,EnvironmentSatisfaction,1.0,4.0,0.9592,0.0365,Improve work environment: 1 → 4/4
741,2,StockOptionLevel,0.0,1.0,0.9737,0.0221,Grant stock options (Level 0 → 1)
741,3,EnvironmentSatisfaction,1.0,4.0,0.8091,0.1866,Improve work environment: 1 → 4/4
741,3,StockOptionLevel,0.0,1.0,0.8091,0.1866,Grant stock options (Level 0 → 1)
773,1,WorkLifeBalance,1.0,3.0,0.1236,0.3976,Improve work-life balance: 1 → 3/4
773,2,JobSatisfaction,3.0,4.0,0.192,0.3293,Improve job satisfaction: 3 → 4/4
773,3,WorkLifeBalance,1.0,3.0,0.0261,0.4951,Improve work-life balance: 1 → 3/4
773,3,JobSatisfaction,3.0,4.0,0.0261,0.4951,Improve job satisfaction: 3 → 4/4
785,1,JobSatisfaction,3.0,4.0,0.8113,0.1585,Improve job satisfaction: 3 → 4/4
785,2,DistanceFromHome,27.0,1.0,0.8207,0.1491,Offer remote/hybrid work (commute: 27 → 1 miles)
785,3,JobSatisfaction,3.0,4.0,0.3553,0.6145,Improve job satisfaction: 3 → 4/4
785,3,DistanceFromHome,27.0,1.0,0.3553,0.6145,Offer remote/hybrid work (commute: 27 → 1 miles)
787,1,JobSatisfaction,1.0,4.0,0.6331,0.3117,Improve job satisfaction: 1 → 4/4
787,2,TrainingTimesLastYear,2.0,6.0,0.8014,0.1434,Increase training sessions: 2 → 6/year
787,3,JobSatisfaction,1.0,4.0,0.4015,0.5433,Improve job satisfaction: 1 → 4/4
787,3,TrainingTimesLastYear,2.0,6.0,0.4015,0.5433,Increase training sessions: 2 → 6/year
796,1,JobSatisfaction,1.0,4.0,0.573,0.4012,Improve job satisfaction: 1 → 4/4
796,2,StockOptionLevel,0.0,2.0,0.7302,0.244,Grant stock options (Level 0 → 2)
796,3,JobSatisfaction,1.0,4.0,0.2682,0.706,Improve job satisfaction: 1 → 4/4
796,3,StockOptionLevel,0.0,2.0,0.2682,0.706,Grant stock options (Level 0 → 2)
811,1,MonthlyIncome,1601.0,4919.0,0.9409,0.0521,"Salary raise: $1,601 → $4,919/month (+207%)"
811,2,OverTime,1.0,0.0,0.9633,0.0297,Remove overtime requirement
811,3,MonthlyIncome,1601.0,4919.0,0.825,0.168,"Salary raise: $1,601 → $4,919/month (+207%)"
811,3,OverTime,1.0,0.0,0.825,0.168,Remove overtime requirement
816,1,MonthlyIncome,2319.0,4919.0,0.9196,0.0713,"Salary raise: $2,319 → $4,919/month (+112%)"
816,2,OverTime,1.0,0.0,0.9623,0.0286,Remove overtime requirement
816,3,MonthlyIncome,2319.0,4919.0,0.8391,0.1518,"Salary raise: $2,319 → $4,919/month (+112%)"
816,3,OverTime,1.0,0.0,0.8391,0.1518,Remove overtime requirement
819,1,JobSatisfaction,1.0,4.0,0.7322,0.263,Improve job satisfaction: 1 → 4/4
819,2,EnvironmentSatisfaction,1.0,4.0,0.8841,0.1111,Improve work environment: 1 → 4/4
819,3,JobSatisfaction,1.0,4.0,0.1867,0.8085,Improve job satisfaction: 1 → 4/4
819,3,EnvironmentSatisfaction,1.0,4.0,0.1867,0.8085,Improve work environment: 1 → 4/4
825,1,JobSatisfaction,2.0,4.0,0.6916,0.2485,Improve job satisfaction: 2 → 4/4
825,2,TrainingTimesLastYear,2.0,6.0,0.7104,0.2297,Increase training sessions: 2 → 6/year
825,3,JobSatisfaction,2.0,4.0,0.4177,0.5224,Improve job satisfaction: 2 → 4/4
825,3,TrainingTimesLastYear,2.0,6.0,0.4177,0.5224,Increase training sessions: 2 → 6/year
828,1,JobSatisfaction,3.0,4.0,0.5356,0.4055,Improve job satisfaction: 3 → 4/4
828,2,WorkLifeBalance,2.0,3.0,0.5774,0.3637,Improve work-life balance: 2 → 3/4
828,3,JobSatisfaction,3.0,4.0,0.0758,0.8653,Improve job satisfaction: 3 → 4/4
828,3,WorkLifeBalance,2.0,3.0,0.0758,0.8653,Improve work-life balance: 2 → 3/4
833,1,StockOptionLevel,0.0,2.0,0.2325,0.3534,Grant stock options (Level 0 → 2)
833,2,WorkLifeBalance,2.0,3.0,0.245,0.3409,Improve work-life balance: 2 → 3/4
833,3,StockOptionLevel,0.0,2.0,0.0951,0.4908,Grant stock options (Level 0 → 2)
833,3,WorkLifeBalance,2.0,3.0,0.0951,0.4908,Improve work-life balance: 2 → 3/4
840,1,DistanceFromHome,11.0,1.0,0.7939,0.1729,Offer remote/hybrid work (commute: 11 → 1 miles)
840,2,YearsSinceLastPromotion,7.0,0.0,0.8782,0.0885,Promote employee (reset promotion clock to 0)
840,3,DistanceFromHome,11.0,1.0,0.471,0.4958,Offer remote/hybrid work (commute: 11 → 1 miles)
840,3,YearsSinceLastPromotion,7.0,0.0,0.471,0.4958,Promote employee (reset promotion clock to 0)
842,1,YearsSinceLastPromotion,7.0,0.0,0.7064,0.2351,Promote employee (reset promotion clock to 0)
842,2,WorkLifeBalance,2.0,3.0,0.7228,0.2187,Improve work-life balance: 2 → 3/4
842,3,YearsSinceLastPromotion,7.0,0.0,0.2986,0.6428,Promote employee (reset promotion clock to 0)
842,3,WorkLifeBalance,2.0,3.0,0.2986,0.6428,Improve work-life balance: 2 → 3/4
848,1,MonthlyIncome,2366.0,4919.0,0.8281,0.1534,"Salary raise: $2,366 → $4,919/month (+108%)"
848,2,OverTime,1.0,0.0,0.8286,0.1529,Remove overtime requirement
848,3,MonthlyIncome,2366.0,4919.0,0.4919,0.4896,"Salary raise: $2,366 → $4,919/month (+108%)"
848,3,OverTime,1.0,0.0,0.4919,0.4896,Remove overtime requirement
881,1,DistanceFromHome,25.0,1.0,0.7422,0.2331,Offer remote/hybrid work (commute: 25 → 1 miles)
881,2,MonthlyIncome,2022.0,4919.0,0.8838,0.0915,"Salary raise: $2,022 → $4,919/month (+143%)"
881,3,DistanceFromHome,25.0,1.0,0.3438,0.6315,Offer remote/hybrid work (commute: 25 → 1 miles)
881,3,MonthlyIncome,2022.0,4919.0,0.3438,0.6315,"Salary raise: $2,022 → $4,919/month (+143%)"
885,1,JobSatisfaction,1.0,4.0,0.064,0.5953,Improve job satisfaction: 1 → 4/4
885,2,StockOptionLevel,0.0,2.0,0.2694,0.3899,Grant stock options (Level 0 → 2)
885,3,JobSatisfaction,1.0,4.0,0.0411,0.6182,Improve job satisfaction: 1 → 4/4
885,3,StockOptionLevel,0.0,2.0,0.0411,0.6182,Grant stock options (Level 0 → 2)
911,1,DistanceFromHome,25.0,1.0,0.8565,0.1396,Offer remote/hybrid work (commute: 25 → 1 miles)
911,2,EnvironmentSatisfaction,1.0,4.0,0.9796,0.0164,Improve work environment: 1 → 4/4
911,3,DistanceFromHome,25.0,1.0,0.5662,0.4299,Offer remote/hybrid work (commute: 25 → 1 miles)
911,3,EnvironmentSatisfaction,1.0,4.0,0.5662,0.4299,Improve work environment: 1 → 4/4
918,1,MonthlyIncome,2380.0,13775.6,0.6191,0.3569,"Salary raise: $2,380 → $13,776/month (+479%)"
918,2,WorkLifeBalance,2.0,3.0,0.9414,0.0346,Improve work-life balance: 2 → 3/4
918,3,MonthlyIncome,2380.0,13775.6,0.4708,0.5052,"Salary raise: $2,380 → $13,776/month (+479%)"
918,3,WorkLifeBalance,2.0,3.0,0.4708,0.5052,Improve work-life balance: 2 → 3/4
922,1,WorkLifeBalance,2.0,3.0,0.7737,0.1856,Improve work-life balance: 2 → 3/4
922,2,EnvironmentSatisfaction,3.0,4.0,0.8022,0.1572,Improve work environment: 3 → 4/4
922,3,WorkLifeBalance,2.0,3.0,0.3178,0.6415,Improve work-life balance: 2 → 3/4
922,3,EnvironmentSatisfaction,3.0,4.0,0.3178,0.6415,Improve work environment: 3 → 4/4
926,1,OverTime,1.0,0.0,0.3468,0.5732,Remove overtime requirement
926,2,DistanceFromHome,3.0,1.0,0.6398,0.2802,Offer remote/hybrid work (commute: 3 → 1 miles)
926,3,OverTime,1.0,0.0,0.0943,0.8257,Remove overtime requirement
926,3,DistanceFromHome,3.0,1.0,0.0943,0.8257,Offer remote/hybrid work (commute: 3 → 1 miles)
927,1,WorkLifeBalance,2.0,3.0,0.8665,0.1045,Improve work-life balance: 2 → 3/4
927,2,MonthlyIncome,2778.0,4919.0,0.8936,0.0773,"Salary raise: $2,778 → $4,919/month (+77%)"
927,3,WorkLifeBalance,2.0,3.0,0.5384,0.4326,Improve work-life balance: 2 → 3/4
927,3,MonthlyIncome,2778.0,4919.0,0.5384,0.4326,"Salary raise: $2,778 → $4,919/month (+77%)"
932,1,WorkLifeBalance,1.0,3.0,0.8277,0.1598,Improve work-life balance: 1 → 3/4
932,2,JobSatisfaction,1.0,4.0,0.8822,0.1053,Improve job satisfaction: 1 → 4/4
932,3,WorkLifeBalance,1.0,3.0,0.3509,0.6366,Improve work-life balance: 1 → 3/4
932,3,JobSatisfaction,1.0,4.0,0.3509,0.6366,Improve job satisfaction: 1 → 4/4
933,1,TrainingTimesLastYear,2.0,6.0,0.1432,0.37,Increase training sessions: 2 → 6/year
933,2,JobSatisfaction,3.0,4.0,0.1654,0.3478,Improve job satisfaction: 3 → 4/4
933,3,TrainingTimesLastYear,2.0,6.0,0.0464,0.4668,Increase training sessions: 2 → 6/year
933,3,JobSatisfaction,3.0,4.0,0.0464,0.4668,Improve job satisfaction: 3 → 4/4
952,1,DistanceFromHome,19.0,1.0,0.9597,0.0342,Offer remote/hybrid work (commute: 19 → 1 miles)
952,2,MonthlyIncome,2413.0,4919.0,0.9635,0.0305,"Salary raise: $2,413 → $4,919/month (+104%)"
952,3,DistanceFromHome,19.0,1.0,0.7561,0.2379,Offer remote/hybrid work (commute: 19 → 1 miles)
952,3,MonthlyIncome,2413.0,4919.0,0.7561,0.2379,"Salary raise: $2,413 → $4,919/month (+104%)"
954,1,JobSatisfaction,2.0,4.0,0.3636,0.4972,Improve job satisfaction: 2 → 4/4
954,2,DistanceFromHome,10.0,1.0,0.3914,0.4694,Offer remote/hybrid work (commute: 10 → 1 miles)
954,3,JobSatisfaction,2.0,4.0,0.0775,0.7832,Improve job satisfaction: 2 → 4/4
954,3,DistanceFromHome,10.0,1.0,0.0775,0.7832,Offer remote/hybrid work (commute: 10 → 1 miles)
959,1,DistanceFromHome,21.0,1.0,0.9575,0.0353,Offer remote/hybrid work (commute: 21 → 1 miles)
959,2,OverTime,1.0,0.0,0.964,0.0288,Remove overtime requirement
959,3,DistanceFromHome,21.0,1.0,0.8494,0.1433,Offer remote/hybrid work (commute: 21 → 1 miles)
959,3,OverTime,1.0,0.0,0.8494,0.1433,Remove overtime requirement
960,1,JobSatisfaction,1.0,4.0,0.6941,0.3011,Improve job satisfaction: 1 → 4/4
960,2,EnvironmentSatisfaction,1.0,4.0,0.9431,0.0521,Improve work environment: 1 → 4/4
960,3,JobSatisfaction,1.0,4.0,0.3215,0.6736,Improve job satisfaction: 1 → 4/4
960,3,EnvironmentSatisfaction,1.0,4.0,0.3215,0.6736,Improve work environment: 1 → 4/4
967,1,YearsSinceLastPromotion,3.0,0.0,0.8004,0.1451,Promote employee (reset promotion clock to 0)
967,2,EnvironmentSatisfaction,3.0,4.0,0.8774,0.0682,Improve work environment: 3 → 4/4
967,3,YearsSinceLastPromotion,3.0,0.0,0.5856,0.3599,Promote employee (reset promotion clock to 0)
967,3,EnvironmentSatisfaction,3.0,4.0,0.5856,0.3599,Improve work environment: 3 → 4/4
970,1,WorkLifeBalance,1.0,4.0,0.9077,0.0704,Improve work-life balance: 1 → 4/4
970,2,YearsSinceLastPromotion,11.0,1.0,0.9376,0.0405,Promote employee (reset promotion clock to 0)
970,3,WorkLifeBalance,1.0,4.0,0.7845,0.1936,Improve work-life balance: 1 → 4/4
970,3,YearsSinceLastPromotion,11.0,1.0,0.7845,0.1936,Promote employee (reset promotion clock to 0)
986,1,DistanceFromHome,24.0,1.0,0.6659,0.3083,Offer remote/hybrid work (commute: 24 → 1 miles)
986,2,JobSatisfaction,2.0,4.0,0.7043,0.2699,Improve job satisfaction: 2 → 4/4
986,3,DistanceFromHome,24.0,1.0,0.1739,0.8003,Offer remote/hybrid work (commute: 24 → 1 miles)
986,3,JobSatisfaction,2.0,4.0,0.1739,0.8003,Improve job satisfaction: 2 → 4/4
991,1,JobSatisfaction,1.0,4.0,0.4415,0.5075,Improve job satisfaction: 1 → 4/4
991,2,TrainingTimesLastYear,0.0,6.0,0.5792,0.3697,Increase training sessions: 0 → 6/year
991,3,JobSatisfaction,1.0,4.0,0.103,0.8459,Improve job satisfaction: 1 → 4/4
991,3,TrainingTimesLastYear,0.0,6.0,0.103,0.8459,Increase training sessions: 0 → 6/year
994,1,JobSatisfaction,1.0,4.0,0.9389,0.048,Improve job satisfaction: 1 → 4/4
994,2,DistanceFromHome,10.0,1.0,0.9508,0.0361,Offer remote/hybrid work (commute: 10 → 1 miles)
994,3,JobSatisfaction,1.0,4.0,0.8162,0.1707,Improve job satisfaction: 1 → 4/4
994,3,DistanceFromHome,10.0,1.0,0.8162,0.1707,Offer remote/hybrid work (commute: 10 → 1 miles)
1004,1,OverTime,1.0,0.0,0.9781,0.0181,Remove overtime requirement
1004,2,DistanceFromHome,22.0,1.0,0.9788,0.0174,Offer remote/hybrid work (commute: 22 → 1 miles)
1004,3,OverTime,1.0,0.0,0.9089,0.0873,Remove overtime requirement
1004,3,DistanceFromHome,22.0,1.0,0.9089,0.0873,Offer remote/hybrid work (commute: 22 → 1 miles)
1010,1,DistanceFromHome,14.0,1.0,0.1979,0.7468,Offer remote/hybrid work (commute: 14 → 1 miles)
1010,2,WorkLifeBalance,1.0,3.0,0.5915,0.3532,Improve work-life balance: 1 → 3/4
1010,3,DistanceFromHome,14.0,1.0,0.0454,0.8993,Offer remote/hybrid work (commute: 14 → 1 miles)
1010,3,WorkLifeBalance,1.0,3.0,0.0454,0.8993,Improve work-life balance: 1 → 3/4
1016,1,TrainingTimesLastYear,2.0,6.0,0.9741,0.0221,Increase training sessions: 2 → 6/year
